PREDICTION RESULTS
=================

Sample sample_00000023: Ground Truth: angry, Predicted: angry
Sample samplenew_00021908: Ground Truth: sad, Predicted: sad
Sample samplenew_00021918: Ground Truth: sad, Predicted: sad
Sample samplenew_00021941: Ground Truth: worried, Predicted: worried
Sample samplenew_00021951: Ground Truth: angry, Predicted: angry
Sample samplenew_00021953: Ground Truth: sad, Predicted: sad
Sample samplenew_00021959: Ground Truth: angry, Predicted: worried
Sample samplenew_00021970: Ground Truth: sad, Predicted: sad
Sample samplenew_00021976: Ground Truth: angry, Predicted: angry
Sample samplenew_00021987: Ground Truth: fear, Predicted: fear
Sample samplenew_00022010: Ground Truth: sad, Predicted: sad
Sample samplenew_00022015: Ground Truth: happy, Predicted: neutral
Sample samplenew_00022065: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022073: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022080: Ground Truth: sad, Predicted: sad
Sample samplenew_00022099: Ground Truth: happy, Predicted: happy
Sample samplenew_00022105: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022148: Ground Truth: sad, Predicted: sad
Sample samplenew_00022175: Ground Truth: happy, Predicted: happy
Sample samplenew_00022190: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022193: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00022204: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022237: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022259: Ground Truth: worried, Predicted: worried
Sample samplenew_00022278: Ground Truth: angry, Predicted: angry
Sample samplenew_00022303: Ground Truth: happy, Predicted: happy
Sample samplenew_00022324: Ground Truth: angry, Predicted: angry
Sample samplenew_00022330: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022351: Ground Truth: sad, Predicted: sad
Sample samplenew_00022354: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022363: Ground Truth: sad, Predicted: sad
Sample samplenew_00022365: Ground Truth: happy, Predicted: happy
Sample samplenew_00022375: Ground Truth: angry, Predicted: angry
Sample samplenew_00022386: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022389: Ground Truth: sad, Predicted: sad
Sample samplenew_00022410: Ground Truth: angry, Predicted: angry
Sample samplenew_00022413: Ground Truth: sad, Predicted: worried
Sample samplenew_00022415: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022416: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022446: Ground Truth: angry, Predicted: angry
Sample samplenew_00022450: Ground Truth: sad, Predicted: fear
Sample samplenew_00022454: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022461: Ground Truth: worried, Predicted: worried
Sample samplenew_00022468: Ground Truth: angry, Predicted: angry
Sample samplenew_00022471: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022509: Ground Truth: sad, Predicted: sad
Sample samplenew_00022524: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022534: Ground Truth: angry, Predicted: fear
Sample samplenew_00022547: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022580: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022687: Ground Truth: worried, Predicted: worried
Sample samplenew_00022705: Ground Truth: sad, Predicted: sad
Sample samplenew_00022796: Ground Truth: happy, Predicted: happy
Sample samplenew_00022814: Ground Truth: worried, Predicted: worried
Sample samplenew_00022823: Ground Truth: angry, Predicted: angry
Sample samplenew_00022860: Ground Truth: sad, Predicted: sad
Sample samplenew_00022885: Ground Truth: sad, Predicted: sad
Sample samplenew_00022891: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022922: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00022938: Ground Truth: angry, Predicted: angry
Sample samplenew_00022944: Ground Truth: sad, Predicted: sad
Sample samplenew_00022968: Ground Truth: worried, Predicted: worried
Sample samplenew_00022998: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023013: Ground Truth: worried, Predicted: worried
Sample samplenew_00023024: Ground Truth: sad, Predicted: sad
Sample samplenew_00023036: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023053: Ground Truth: sad, Predicted: sad
Sample samplenew_00023062: Ground Truth: sad, Predicted: sad
Sample samplenew_00023075: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00023077: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023110: Ground Truth: sad, Predicted: fear
Sample samplenew_00023111: Ground Truth: fear, Predicted: fear
Sample samplenew_00023141: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023152: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023185: Ground Truth: happy, Predicted: happy
Sample samplenew_00023198: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023208: Ground Truth: angry, Predicted: worried
Sample samplenew_00023213: Ground Truth: sad, Predicted: sad
Sample samplenew_00023243: Ground Truth: happy, Predicted: happy
Sample samplenew_00023297: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023320: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023331: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023358: Ground Truth: neutral, Predicted: happy
Sample samplenew_00023377: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023389: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023414: Ground Truth: neutral, Predicted: worried
Sample samplenew_00023429: Ground Truth: happy, Predicted: happy
Sample samplenew_00023504: Ground Truth: happy, Predicted: happy
Sample samplenew_00023514: Ground Truth: angry, Predicted: angry
Sample samplenew_00023556: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023620: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023625: Ground Truth: worried, Predicted: worried
Sample samplenew_00023662: Ground Truth: sad, Predicted: fear
Sample samplenew_00023691: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023704: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00023715: Ground Truth: fear, Predicted: fear
Sample samplenew_00023721: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023736: Ground Truth: angry, Predicted: worried
Sample samplenew_00023748: Ground Truth: happy, Predicted: happy
Sample samplenew_00023764: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023781: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023782: Ground Truth: sad, Predicted: sad
Sample samplenew_00023791: Ground Truth: sad, Predicted: sad
Sample samplenew_00023792: Ground Truth: worried, Predicted: worried
Sample samplenew_00023819: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023826: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00023838: Ground Truth: sad, Predicted: sad
Sample samplenew_00023849: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00023871: Ground Truth: angry, Predicted: fear
Sample samplenew_00023890: Ground Truth: happy, Predicted: happy
Sample samplenew_00023891: Ground Truth: angry, Predicted: angry
Sample samplenew_00023918: Ground Truth: sad, Predicted: sad
Sample samplenew_00023919: Ground Truth: sad, Predicted: sad
Sample samplenew_00023942: Ground Truth: angry, Predicted: angry
Sample samplenew_00023980: Ground Truth: sad, Predicted: sad
Sample samplenew_00023981: Ground Truth: worried, Predicted: worried
Sample samplenew_00023989: Ground Truth: angry, Predicted: angry
Sample samplenew_00023992: Ground Truth: happy, Predicted: happy
Sample samplenew_00024016: Ground Truth: sad, Predicted: sad
Sample samplenew_00024073: Ground Truth: sad, Predicted: sad
Sample samplenew_00024074: Ground Truth: angry, Predicted: angry
Sample samplenew_00024092: Ground Truth: sad, Predicted: sad
Sample samplenew_00024127: Ground Truth: angry, Predicted: angry
Sample samplenew_00024146: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024151: Ground Truth: happy, Predicted: happy
Sample samplenew_00024155: Ground Truth: happy, Predicted: happy
Sample samplenew_00024181: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024204: Ground Truth: angry, Predicted: angry
Sample samplenew_00024226: Ground Truth: worried, Predicted: worried
Sample samplenew_00024228: Ground Truth: worried, Predicted: worried
Sample samplenew_00024262: Ground Truth: sad, Predicted: sad
Sample samplenew_00024266: Ground Truth: angry, Predicted: angry
Sample samplenew_00024291: Ground Truth: happy, Predicted: happy
Sample samplenew_00024335: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024338: Ground Truth: happy, Predicted: happy
Sample samplenew_00024339: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024340: Ground Truth: neutral, Predicted: happy
Sample samplenew_00024372: Ground Truth: happy, Predicted: happy
Sample samplenew_00024375: Ground Truth: happy, Predicted: happy
Sample samplenew_00024409: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00024430: Ground Truth: sad, Predicted: sad
Sample samplenew_00024436: Ground Truth: worried, Predicted: worried
Sample samplenew_00024452: Ground Truth: worried, Predicted: worried
Sample samplenew_00024489: Ground Truth: sad, Predicted: sad
Sample samplenew_00024501: Ground Truth: happy, Predicted: happy
Sample samplenew_00024527: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024533: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024553: Ground Truth: happy, Predicted: happy
Sample samplenew_00024583: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024594: Ground Truth: happy, Predicted: happy
Sample samplenew_00024618: Ground Truth: worried, Predicted: angry
Sample samplenew_00024619: Ground Truth: happy, Predicted: happy
Sample samplenew_00024639: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024641: Ground Truth: sad, Predicted: fear
Sample samplenew_00024647: Ground Truth: angry, Predicted: angry
Sample samplenew_00024654: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024659: Ground Truth: angry, Predicted: sad
Sample samplenew_00024661: Ground Truth: happy, Predicted: happy
Sample samplenew_00024666: Ground Truth: happy, Predicted: happy
Sample samplenew_00024699: Ground Truth: happy, Predicted: happy
Sample samplenew_00024717: Ground Truth: sad, Predicted: sad
Sample samplenew_00024727: Ground Truth: angry, Predicted: angry
Sample samplenew_00024728: Ground Truth: happy, Predicted: happy
Sample samplenew_00024740: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024783: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024808: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024813: Ground Truth: angry, Predicted: angry
Sample samplenew_00024814: Ground Truth: angry, Predicted: angry
Sample samplenew_00024863: Ground Truth: angry, Predicted: angry
Sample samplenew_00024876: Ground Truth: sad, Predicted: worried
Sample samplenew_00024880: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024895: Ground Truth: sad, Predicted: sad
Sample samplenew_00024903: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024940: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00024995: Ground Truth: fear, Predicted: fear
Sample samplenew_00025008: Ground Truth: worried, Predicted: worried
Sample samplenew_00025022: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025032: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025045: Ground Truth: angry, Predicted: angry
Sample samplenew_00025050: Ground Truth: angry, Predicted: angry
Sample samplenew_00025075: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025091: Ground Truth: sad, Predicted: sad
Sample samplenew_00025115: Ground Truth: worried, Predicted: fear
Sample samplenew_00025118: Ground Truth: sad, Predicted: sad
Sample samplenew_00025135: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025142: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025144: Ground Truth: happy, Predicted: happy
Sample samplenew_00025146: Ground Truth: worried, Predicted: worried
Sample samplenew_00025153: Ground Truth: worried, Predicted: worried
Sample samplenew_00025157: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025176: Ground Truth: sad, Predicted: sad
Sample samplenew_00025179: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025214: Ground Truth: sad, Predicted: sad
Sample samplenew_00025219: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025233: Ground Truth: angry, Predicted: angry
Sample samplenew_00025237: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025246: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025257: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025277: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025285: Ground Truth: angry, Predicted: angry
Sample samplenew_00025304: Ground Truth: angry, Predicted: surprise
Sample samplenew_00025317: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025337: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025355: Ground Truth: angry, Predicted: angry
Sample samplenew_00025356: Ground Truth: happy, Predicted: happy
Sample samplenew_00025372: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025393: Ground Truth: angry, Predicted: angry
Sample samplenew_00025417: Ground Truth: sad, Predicted: sad
Sample samplenew_00025425: Ground Truth: happy, Predicted: happy
Sample samplenew_00025452: Ground Truth: sad, Predicted: sad
Sample samplenew_00025463: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025474: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025481: Ground Truth: worried, Predicted: worried
Sample samplenew_00025489: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025502: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025529: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025537: Ground Truth: angry, Predicted: worried
Sample samplenew_00025565: Ground Truth: happy, Predicted: happy
Sample samplenew_00025591: Ground Truth: happy, Predicted: happy
Sample samplenew_00025596: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025631: Ground Truth: angry, Predicted: angry
Sample samplenew_00025636: Ground Truth: angry, Predicted: angry
Sample samplenew_00025641: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025642: Ground Truth: sad, Predicted: sad
Sample samplenew_00025649: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00025692: Ground Truth: worried, Predicted: worried
Sample samplenew_00025694: Ground Truth: sad, Predicted: sad
Sample samplenew_00025702: Ground Truth: sad, Predicted: sad
Sample samplenew_00025721: Ground Truth: sad, Predicted: sad
Sample samplenew_00025732: Ground Truth: happy, Predicted: happy
